COMPANYNAME,COUNTY,ZIP,PROGRAM,ORIGINAL_ESTIMATED_VALUE,INVESTMENT,STATUS,NEW_JOBS,RETAINED_JOBS,ORIGINAL_APPROVAL_DATE,WITHHOLDING_RATE_PERCENT,PAYROLL_RATE,TERM
1505 & 1511 VIne,Hamilton,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Completed,N/A,N/A,08/05/2020,N/A,N/A,N/A
"Cleveland, Columbus, Cincinnati & Indianapolis (CCC&I) Railroad Depot",Delaware,,Ohio Historic Preservation Tax Credit,243000.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
509 E. 12th Street,Hamilton,,Ohio Historic Preservation Tax Credit,150000.0,N/A,Cancelled,N/A,N/A,12/20/2016,N/A,N/A,N/A
A. Schrader's Son of Ohio Warehouse Building - Stage 2,Summit,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
Metal Matic Inc,,,JCTC Job Creation Tax Credit,238270.0,8350000.00,Servicing,50,0,02/27/2012,40.00,N/A,7
Trinity Cathedral Church Home (Mather Hall),Cuyahoga,,Ohio Historic Preservation Tax Credit,249999.0,N/A,Cancelled,N/A,N/A,06/28/2017,N/A,N/A,N/A
"Church & Dwight Co., Inc.",Seneca,44861,JCTC Job Creation Tax Credit,75883.0,2000000.00,Servicing,20,216,07/25/2016,N/A,1.054,6
StarPoint Extrusions LLC,Summit,44203-6215,JCTC Job Creation Tax Credit,40403.0,1375000.00,Cancelled,20,1,07/25/2011,45.00,N/A,6
Libbey Inc.,Lucas,43611-3846,JCTC Job Creation Tax Credit,82567.0,10000000.00,Completed,50,1326,06/28/2010,40.00,N/A,3
"Tridec Technologies, LLC",Montgomery,45424,JCTC Job Creation Tax Credit,86375.0,1750000.00,Completed,25,24,10/29/2012,45.00,N/A,6
Hadsell Chemical Processing LLC,Pike,45690-9012,JCTC Job Creation Tax Credit,27954.0,1440000.00,Completed,35,10,05/21/2012,45.00,N/A,6
"R. K. Administrative Services, LLC",Pike,45690,JCTC Job Creation Tax Credit,253000.0,12853000.00,Servicing,120,0,10/27/2014,N/A,1.148,7
PolyOne Corporation,Darke,45331,JCTC Job Creation Tax Credit,464689.0,12000000.00,Completed,95,112,09/30/2013,45.00,N/A,7
Laurel Grocery Company LLC,Tuscarawas,44621-1412,JCTC Job Creation Tax Credit,354756.0,9000000.00,Cancelled,250,35,03/31/2008,N/A,N/A,5
King Memory LLC,Franklin,43213-1430,JCTC Job Creation Tax Credit,155000.0,0.00,Servicing,40,26,06/23/2017,N/A,1.000,6
Midmark Corporation,Darke,45380,JRTC-R Job Retention Tax Credit Refundable,2500000.0,27800000.00,Servicing,0,748,05/21/2012,20.00,N/A,10
"Pluto Healthcare Staffing, LLC",Franklin,43212,JCTC Job Creation Tax Credit,470000.0,0.00,Servicing,65,11,01/31/2022,N/A,1.532,8
"Avaap USA, LLC",Franklin,43212,JCTC Job Creation Tax Credit,418000.0,600000.00,Servicing,43,103,02/29/2016,N/A,1.590,6
Abbott Laboratories,Miami,45371,JCTC Job Creation Tax Credit,8425059.0,95100000.00,Servicing,206,0,03/26/2012,60.00,N/A,15
Higbee House,Cuyahoga,44113,Ohio Historic Preservation Tax Credit,,N/A,Cancelled,N/A,N/A,12/28/2007,N/A,N/A,N/A
West Side YMCA,Cuyahoga,44113,Ohio Historic Preservation Tax Credit,775000.0,N/A,Completed,N/A,N/A,10/16/2008,N/A,N/A,N/A
Central National Bank / United Office Building,Cuyahoga,44113,Ohio Historic Preservation Tax Credit,1795198.0,N/A,Completed,N/A,N/A,10/16/2008,N/A,N/A,N/A
"Geo-Tech Polymers, LLC",Pike,45690-9012,JCTC Job Creation Tax Credit,50902.0,2472500.00,Completed,40,0,08/27/2012,35.00,N/A,5
"Creative Extruded Products, Inc.",Miami,45371-2845,JCTC Job Creation Tax Credit,23462.0,1429500.00,Completed,34,185,05/24/2010,40.00,N/A,6
St. Paul's Parish House,,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Cancelled,N/A,N/A,,N/A,N/A,N/A
"nddPrint, Inc.",Franklin,,JCTC Job Creation Tax Credit,78000.0,75000.00,Cancelled,20,0,06/29/2015,N/A,1.486,6
John H. Lehman High School,Stark,,Ohio Historic Preservation Tax Credit,2090000.0,N/A,Servicing,N/A,N/A,12/19/2019,N/A,N/A,N/A
Newark High School,Licking,,Ohio Historic Preservation Tax Credit,260000.0,N/A,Completed,N/A,N/A,12/20/2016,N/A,N/A,N/A
Nesbitt House,Greene,,Ohio Historic Preservation Tax Credit,87821.54,N/A,Servicing,N/A,N/A,12/19/2017,N/A,N/A,N/A
Hyatt Block,Hancock,,Ohio Historic Preservation Tax Credit,232000.0,N/A,Completed,N/A,N/A,12/19/2017,N/A,N/A,N/A
"J.E. Grote Company, Inc.",Franklin,43230-6616,JCTC Job Creation Tax Credit,23000.0,750000.00,Servicing,13,100,10/26/2015,N/A,0.872,3
"Bettcher Industries, Inc.",Erie,44816,JCTC Job Creation Tax Credit,142103.0,1250000.00,Completed,25,148,12/05/2011,40.00,N/A,7
"Vox Mobile, Inc.",Cuyahoga,44131,JCTC Job Creation Tax Credit,310000.0,0.00,Cancelled,80,148,12/04/2017,N/A,1.345,7
"Vox Mobile, Inc.",Cuyahoga,44131-6933,JCTC Job Creation Tax Credit,65920.0,300000.00,Completed,80,21,05/26/2009,N/A,N/A,6
"Blue Chip Consulting Group, LLC",Cuyahoga,44131-6911,JCTC Job Creation Tax Credit,241000.0,500000.00,Completed,30,115,06/27/2016,N/A,1.511,6
Ace Hardware Corporation,Madison,43162,JCTC Job Creation Tax Credit,100000.0,12000000.00,Servicing,72,130,06/25/2018,N/A,0.988,6
Frutarom USA Inc.,Butler,45246-1332,JCTC Job Creation Tax Credit,223996.0,3114000.00,Completed,45,61,01/26/2015,N/A,1.493,6
Miba Bearings US LLC,Morgan,45756,JCTC Job Creation Tax Credit,92879.0,10000000.00,Servicing,30,260,01/28/2008,N/A,N/A,6
Akron Savings and Loan,Vinton,44308,Ohio Historic Preservation Tax Credit,0.0,N/A,Cancelled,N/A,N/A,06/26/2013,N/A,N/A,N/A
Falls Stamping and Welding,Summit,44221,Ohio Historic Preservation Tax Credit,241260.0,N/A,Completed,N/A,N/A,06/24/2014,N/A,N/A,N/A
"ProVia Holdings, Inc.",Tuscarawas,44680,JCTC Job Creation Tax Credit,1020000.0,33350000.00,Approved,197,0,07/30/2018,N/A,1.538,8
BarkBox Inc,Franklin,43215,JCTC Job Creation Tax Credit,269000.0,300000.00,Servicing,120,0,06/01/2015,N/A,1.067,6
Matic Insurance Services Inc,Franklin,43215-7051,JCTC Job Creation Tax Credit,350000.0,200000.00,Servicing,50,10,03/26/2018,N/A,1.620,7
Zipline Logistics LLC,Franklin,43215,JCTC Job Creation Tax Credit,101067.0,0.00,Servicing,22,23,06/24/2013,35.00,N/A,6
Griswold Memorial YWCA,Franklin,43215,Ohio Historic Preservation Tax Credit,2000000.0,N/A,Completed,N/A,N/A,12/18/2014,N/A,N/A,N/A
"Chute Gerdeman, Inc.",Franklin,43215-5647,JCTC Job Creation Tax Credit,206000.0,197679.00,Completed,41,66,08/31/2015,N/A,1.363,6
WillowTree LLC,Franklin,43215,JCTC Job Creation Tax Credit,154113.0,100000.00,Completed,30,35,05/20/2013,45.00,N/A,5
56 North Hight Street,Franklin,43215-3101,Ohio Historic Preservation Tax Credit,249999.0,N/A,Completed,N/A,N/A,06/30/2015,N/A,N/A,N/A
Nehemiah Manufacturing Company LLC,Hamilton,45204,JCTC Job Creation Tax Credit,200000.0,12000000.00,Servicing,50,75,12/05/2016,N/A,1.842,6
Amasa Stone Home for the Aged,Cuyahoga,44108,Ohio Historic Preservation Tax Credit,837925.0,N/A,Cancelled,N/A,N/A,08/02/2010,N/A,N/A,N/A
Metcut Research Associates Inc.,Hamilton,45209,JCTC Job Creation Tax Credit,29211.0,11140000.00,Servicing,15,149,01/26/2015,N/A,0.835,5
"iSqFt, Inc.",Hamilton,45209,JCTC Job Creation Tax Credit,580000.0,15500000.00,Completed,110,300,06/29/2015,N/A,1.986,3
dunnhumby Inc.,Hamilton,45209,JCTC Job Creation Tax Credit,270000.0,500000.00,Completed,25,54,12/15/2015,N/A,1.736,6
"Roth Bros., Inc.",Mahoning,44515-1414,JCTC Job Creation Tax Credit,263492.0,1200000.00,Completed,55,184,08/29/2011,40.00,N/A,6
"OGM, Ltd. dba Clean Water, Ltd.",Richland,44903-6546,JCTC Job Creation Tax Credit,17731.0,1850000.00,Cancelled,20,3,12/06/2010,35.00,N/A,5
Fanatics Retail Group Fulfillment Inc,Muskingum,43822-9431,JCTC Job Creation Tax Credit,460490.0,44250000.00,Servicing,270,0,08/27/2012,65.00,N/A,8
"Navistar, Inc.",Clark,45502,JCTC Job Creation Tax Credit,643000.0,12888583.00,Servicing,300,1564,09/28/2015,N/A,1.239,6
Doppstadt US LLC,Lorain,44011-1364,JCTC Job Creation Tax Credit,31000.0,3005000.00,Completed,11,9,07/25/2011,35.00,N/A,5
Modular Assembly Innovations LLC,Union,43319,JCTC Job Creation Tax Credit,90000.0,1000000.00,Servicing,40,176,02/26/2018,N/A,1.055,6
"Goosehead Insurance Agency, LLC",Franklin,43219,JCTC Job Creation Tax Credit,1000000.0,825000.00,Servicing,100,0,03/29/2021,N/A,1.800,9
FlightSafety International Inc.,Franklin,43219,JCTC Job Creation Tax Credit,1735000.0,0.00,Servicing,113,174,07/26/2021,N/A,2.018,9
Wells Building,Mahoning,44503,Ohio Historic Preservation Tax Credit,1000000.0,N/A,Completed,N/A,N/A,07/25/2011,N/A,N/A,N/A
Stambaugh Building,Mahoning,44503,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/24/2014,N/A,N/A,N/A
"PBM Nutritionals, LLC",Miami,45318-1724,JCTC Job Creation Tax Credit,339354.0,21318738.00,Servicing,49,2,03/30/2009,N/A,N/A,10
"SK Food Group, Inc.",Franklin,43215,JCTC Job Creation Tax Credit,788784.0,31000000.00,Servicing,906,0,12/02/2013,55.00,N/A,12
"TEAM Industrial Services, Inc.",Hamilton,45212,JCTC Job Creation Tax Credit,555000.0,8200000.00,Servicing,75,96,08/31/2020,N/A,1.590,8
"FCx Performance, Inc.",Franklin,43219-2357,JCTC Job Creation Tax Credit,43013.0,105000.00,Completed,19,64,07/29/2013,35.00,N/A,6
Owens-Brockway Glass Container Inc.,Muskingum,43701,JCTC Job Creation Tax Credit,213500.0,9000000.00,Completed,16,331,01/31/2011,50.00,N/A,7
"Dana Light Axle Manufacturing, LLC",Lucas,43610,JCTC Job Creation Tax Credit,1217291.0,65000000.00,Servicing,300,0,06/27/2016,N/A,1.582,7
BBI Logistics LLC,Franklin,43215,JCTC Job Creation Tax Credit,1595000.0,150000.00,Servicing,150,52,09/28/2020,N/A,1.870,9
Legacy Place,Champaign,,Ohio Historic Preservation Tax Credit,1315118.0,N/A,Completed,N/A,N/A,06/26/2019,N/A,N/A,N/A
56 East McMicken FRONT,Hamilton,,Ohio Historic Preservation Tax Credit,154526.0,N/A,Cancelled,N/A,N/A,08/05/2020,N/A,N/A,N/A
1400 & 1408 Walnut Street,Hamilton,,Ohio Historic Preservation Tax Credit,184908.0,N/A,Servicing,N/A,N/A,08/05/2020,N/A,N/A,N/A
1629 Vine St,Hamilton,,Ohio Historic Preservation Tax Credit,237885.0,N/A,Servicing,N/A,N/A,06/30/2021,N/A,N/A,N/A
1400 Clay Street,Hamilton,,Ohio Historic Preservation Tax Credit,146680.09,N/A,Servicing,N/A,N/A,08/05/2020,N/A,N/A,N/A
